8658-2	SCT_0063	8658	2	.	indeterminate	.	.	.	.	2010/09/16	.	103635.580150594	5.1	4.35	0.43712						
8659-2	SCT_0044	8659	2	.	indeterminate	.	.	.	.	2010/09/16	.	92571.7817291119	4.7	4.31	0.37888						
8660-2	SCT_0080	8660	2	.	indeterminate	.	.	.	.	2010/09/23	.	105316.157126009	5.3	4.45	0.41216						
8661-2	SCT_0478	8661	2	.	indeterminate	.	.	.	.	2010/09/23	.	131225.052163658	5.1	4.5	0.40192						
8662-2	SCT_0037	8662	2	.	indeterminate	.	.	.	.	2010/09/23	.	108117.118751701	5.5	4.54	0.39744						
8663-2	SCT_0058	8663	2	.	indeterminate	.	.	.	.	2010/09/28	.	111478.272702531	5.4	4.57	0.4096						
8664-2	SCT_0010	8664	2	.	indeterminate	.	.	.	.	2010/09/28	.	103915.676313163	6.8	4.36	0.4768						
8665-2	SCT_0051	8665	2	.	indeterminate	.	.	.	.	2010/09/23	.	140608.273609725	5.2	4.38	0.40192						
8666-2	SCT_0053	8666	2	.	indeterminate	.	.	.	.	2010/09/16	.	108817.359158124	4.1	4.37	0.3808						
8667-2	SCT_0026	8667	2	.	indeterminate	.	.	.	.	2010/09/28	.	128003.946294112	5.6	4.83	0.3424						
8668-2	SCT_0014	8668	2	.	indeterminate	.	.	.	.	2010/09/28	.	129544.475188243	5.7	4.46	0.47552						
8669-2	SCT_0117	8669	2	.	indeterminate	.	.	.	.	2010/09/28	.	113859.090084369	4.9	4.53	0.304						
8670-2	SCT_0042	8670	2	.	indeterminate	.	.	.	.	2010/09/28	.	111198.176539962	5.7	4.46	0.38272						
8671-2	SCT_0004	8671	2	.	indeterminate	.	.	.	.	2010/09/28	.	101674.90701261	5.4	4.32	0.5536						
8672-2	SCT_0045	8672	2	.	indeterminate	.	.	.	.	2010/09/28	.	123662.45577429	5.6	4.54	0.368						
8673-2	SCT_0062	8673	2	.	indeterminate	.	.	.	.	2010/09/28	.	118200.580604191	5.3	4.39	0.34496						
8674-2	SCT_0128	8674	2	.	indeterminate	.	.	.	.	2010/09/28	.	91031.2528349814	7.6	4.41	0.44352						
8675-2	SCT_0132	8675	2	.	indeterminate	.	.	.	.	2010/09/28	.	53358.3189694276	6.8	4.36	0.53248						
8676-2	SCT_0085	8676	2	.	indeterminate	.	.	.	.	2010/09/28	.	91871.5413226889	6.2	4.45	0.4224						
8677-2	SCT_0140	8677	2	.	indeterminate	.	.	.	.	2010/09/28	.	70024.0406422934	5.6	4.2	0.60032						
8678-2	SCT_0137	8678	2	.	indeterminate	.	.	.	.	2010/09/28	.	74505.5792434002	4.9	4.46	0.34432						
8679-2	SCT_0078	8679	2	.	indeterminate	.	.	.	.	2010/09/28	.	110497.936133539	6.2	4.41	0.43584						
8680-2	SCT_0478	8680	2	.	indeterminate	.	.	.	.	2010/09/23	.	111058.128458677	5.2	4.43	0.41984						
8681-2	SCT_0029	8681	2	.	indeterminate	.	.	.	.	2010/09/16	.	64562.1654721945	5.7	4.45	0.38272						
8682-2	SCT_0007	8682	2	.	indeterminate	.	.	.	.	2010/09/23	.	43695.0013607911	7.1	4.36	0.44288						
8683-2	SCT_0069	8683	2	.	indeterminate	.	.	.	.	2010/09/28	.	71704.6176177084	5.5	4.48	0.47744						
8684-2	SCT_0061	8684	2	.	indeterminate	.	.	.	.	2010/09/16	.	86409.6661525901	4.8	4.3	0.42432						
8685-2	SCT_0090	8685	2	.	indeterminate	.	.	.	.	2010/09/28	.	70724.2810487163	6.1	4.42	0.45248						
8686-2	SCT_0125	8686	2	.	indeterminate	.	.	.	.	2010/09/28	.	77586.6370316611	5.4	4.65	0.33472						
8687-2	SCT_0064	8687	2	.	indeterminate	.	.	.	.	2010/09/28	.	80107.5024947836	5.7	4.36	0.448						
8688-2	SCT_0094	8688	2	.	indeterminate	.	.	.	.	2010/09/16	.	90891.2047536968	5.3	4.4	0.4064						
8689-2	SCT_0086	8689	2	.	indeterminate	.	.	.	.	2010/09/28	.	60920.9153587952	6	4.39	0.41472						
8690-2	SCT_0025	8690	2	.	indeterminate	.	.	.	.	2010/09/23	.	83188.5602830446	5.4	4.69	0.34432						
8691-2	SCT_0054	8691	2	.	indeterminate	.	.	.	.	2010/09/28	.	92291.6855665427	5.1	4.62	0.34496						
8692-2	SCT_0130	8692	2	.	indeterminate	.	.	.	.	2010/09/16	.	121981.878798875	4.9	4.45	0.36352						
8693-2	SCT_0041	8693	2	.	indeterminate	.	.	.	.	2010/09/23	.	109377.551483262	5.6	4.61	0.35264						
8694-2	SCT_0056	8694	2	.	indeterminate	.	.	.	.	2010/09/28	.	127723.850131543	5.1	4.33	0.4448						
8695-2	SCT_0116	8695	2	.	indeterminate	.	.	.	.	2010/09/23	.	125763.176993559	5.2	4.35	0.38784						
8696-2	SCT_0021	8696	2	.	indeterminate	.	.	.	.	2010/09/16	.	155173.274063322	3.9	4.4	0.30848						
8697-2	SCT_0012	8697	2	.	indeterminate	.	.	.	.	2010/09/28	.	102655.243581602	6	4.51	0.4						
8698-2	SCT_0096	8698	2	.	indeterminate	.	.	.	.	2010/09/16	.	118060.532522907	4.6	4.39	0.37888						
8699-2	SCT_0031	8699	2	.	indeterminate	.	.	.	.	2010/09/28	.	62881.5884967795	6.5	4.4	0.41856						
8700-2	SCT_0008	8700	2	.	indeterminate	.	.	.	.	2010/09/28	.	76326.2043000998	7.2	4.3	0.528						
8701-2	SCT_0011	8701	2	.	indeterminate	.	.	.	.	2010/09/28	.	110217.83997097	5.7	4.4	0.36288						
8702-2	SCT_0136	8702	2	.	indeterminate	.	.	.	.	2010/09/16	.	74645.6273246848	5.4	4.48	0.37184						
8703-2	SCT_0120	8703	2	.	indeterminate	.	.	.	.	2010/09/23	.	72404.8580241314	5.7	4.6	0.39552						
8704-2	SCT_0023	8704	2	.	indeterminate	.	.	.	.	2010/09/28	.	103215.43590674	4.8	4.55	0.34368						
8705-2	SCT_0022	8705	2	.	indeterminate	.	.	.	.	2010/09/28	.	97473.4645740724	5.1	4.38	0.4384						
8706-2	SCT_0009	8706	2	.	indeterminate	.	.	.	.	2010/09/16	.	64282.0693096253	7.4	4.42	0.55936						
8707-2	SCT_0040	8707	2	.	indeterminate	.	.	.	.	2010/09/28	.	89910.8681847047	6.4	4.47	0.4448						
8708-2	SCT_0039	8708	2	.	indeterminate	.	.	.	.	2010/09/16	.	69323.8002358705	4.6	4.38	0.4224						
8709-2	SCT_0024	8709	2	.	indeterminate	.	.	.	.	2010/09/23	.	82068.1756327679	5.8	4.7	0.31872						
8710-2	SCT_0006	8710	2	.	indeterminate	.	.	.	.	2010/09/28	.	94392.4067858115	5.6	4.43	0.33984						
8711-2	SCT_0088	8711	2	.	indeterminate	.	.	.	.	2010/09/23	.	72965.0503492697	6.1	4.32	0.40704						
8712-2	SCT_0103	8712	2	.	indeterminate	.	.	.	.	2010/09/16	.	65122.3577973329	4.8	4.52	0.30272						
8713-2	SCT_0135	8713	2	.	indeterminate	.	.	.	.	2010/09/16	.	54618.7517009888	5.7	4.42	0.44672						
8714-2	SCT_0016	8714	2	.	indeterminate	.	.	.	.	2010/09/28	.	66942.9828540325	5.4	4.34	0.37632						
8715-2	SCT_0138	8715	2	.	indeterminate	.	.	.	.	2010/09/16	.	39213.4627596843	6	4.39	0.38336						
8716-2	SCT_0478	8716	2	.	indeterminate	.	.	.	.	2010/09/23	.	67363.1270978862	5.1	4.31	0.41216						
8717-2	SCT_0098	8717	2	.	indeterminate	.	.	.	.	2010/09/23	.	45179.5110224077	4.9	4.24	0.39232						
8718-2	SCT_0002	8718	2	.	indeterminate	.	.	.	.	2010/09/30	.	59240.3383833802	5.2	4.52	0.31872						
8719-2	SCT_0102	8719	2	.	indeterminate	.	.	.	.	2010/09/30	.	61060.9634400798	5.1	4.55	0.28544						
8720-2	SCT_0093	8720	2	.	indeterminate	.	.	.	.	2010/09/30	.	76466.2523813844	4.6	4.68	0.30208						
8721-2	SCT_0015	8721	2	.	indeterminate	.	.	.	.	2010/09/23	.	75766.0119749615	6.6	4.57	0.38272						
8722-2	SCT_0131	8722	2	.	indeterminate	.	.	.	.	2010/09/23	.	53778.4632132813	5.6	4.43	0.38464						
8723-2	SCT_0052	8723	2	.	indeterminate	.	.	.	.	2010/09/30	.	113018.801596662	4.4	4.5	0.32896						
8724-2	SCT_0478	8724	2	.	indeterminate	.	.	.	.	2010/09/30	.	117080.195953915	4.6	4.49	0.33664						
8725-2	SCT_0048	8725	2	.	indeterminate	.	.	.	.	2010/09/30	.	93412.0702168194	5.4	4.43	0.39168						
8726-2	SCT_0104	8726	2	.	indeterminate	.	.	.	.	2010/09/30	.	74505.5792434002	5.9	4.5	0.4064						
8727-2	SCT_0139	8727	2	.	indeterminate	.	.	.	.	2010/09/30	.	93272.0221355348	6.9	4.47	0.3744						
8728-2	SCT_0111	8728	2	.	indeterminate	.	.	.	.	2010/09/30	.	92991.9259729656	6.3	4.56	0.36096						
8729-2	SCT_0121	8729	2	.	indeterminate	.	.	.	.	2010/09/30	.	78146.8293567994	6.6	4.43	0.49792						
8730-2	SCT_0033	8730	2	.	indeterminate	.	.	.	.	2010/09/16	.	71284.4733738547	5.8	4.46	0.41728						
8731-2	SCT_0068	8731	2	.	indeterminate	.	.	.	.	2010/09/30	.	113158.849677946	6.6	4.46	0.43776						
8732-2	SCT_0003	8732	2	.	indeterminate	.	.	.	.	2010/09/30	.	129124.330944389	4.8	4.47	0.35328						
8733-2	SCT_0070	8733	2	.	indeterminate	.	.	.	.	2010/09/30	.	88790.483534428	5.3	4.42	0.43968						
8734-2	SCT_0141	8734	2	.	indeterminate	.	.	.	.	2010/09/23	.	84308.9449333212	5.2	4.27	0.4128						
8735-2	SCT_0065	8735	2	.	indeterminate	.	.	.	.	2010/09/16	.	112038.465027669	4.7	4.34	0.4						
8736-2	SCT_0124	8736	2	.	indeterminate	.	.	.	.	2010/09/30	.	87670.0988841513	5.2	4.53	0.35648						
8737-2	SCT_0013	8737	2	.	indeterminate	.	.	.	.	2010/09/30	.	89210.6277782818	7.8	4.5	0.30976						
8738-2	SCT_0115	8738	2	.	indeterminate	.	.	.	.	2010/09/23	.	71004.3772112855	5.8	4.49	0.40832						
8739-2	SCT_0091	8739	2	.	indeterminate	.	.	.	.	2010/09/30	.	111898.416946385	5.6	4.55	0.3584						
8740-2	SCT_0050	8740	2	.	indeterminate	.	.	.	.	2010/09/30	.	86689.7623151592	4.6	4.45	0.39424						
8741-2	SCT_0119	8741	2	.	indeterminate	.	.	.	.	2010/09/16	.	67363.1270978862	5.9	4.74	0.36416						
8742-2	SCT_0019	8742	2	.	indeterminate	.	.	.	.	2010/09/16	.	71004.3772112855	5.1	4.5	0.45824						
8743-2	SCT_0106	8743	2	.	indeterminate	.	.	.	.	2010/09/30	.	84168.8968520366	5.6	4.41	0.38144						
8744-2	SCT_0123	8744	2	.	indeterminate	.	.	.	.	2010/09/30	.	64842.2616347637	4.4	4.41	0.31232						
8745-2	SCT_0043	8745	2	.	indeterminate	.	.	.	.	2010/09/30	.	57839.8575705343	6.5	4.43	0.432						
8746-2	SCT_0072	8746	2	.	indeterminate	.	.	.	.	2010/09/23	.	66102.694366325	6	4.4	0.512						
8747-2	SCT_0110	8747	2	.	indeterminate	.	.	.	.	2010/09/30	.	74505.5792434002	6	4.44	0.53568						
8748-2	SCT_0099	8748	2	.	indeterminate	.	.	.	.	2010/09/30	.	103495.53206931	5.6	4.41	0.37184						
8749-2	SCT_0081	8749	2	.	indeterminate	.	.	.	.	2010/09/30	.	101814.955093895	5	4.56	0.336						
8750-2	SCT_0084	8750	2	.	indeterminate	.	.	.	.	2010/09/30	.	91031.2528349814	5.8	4.33	0.45248						
8751-2	SCT_0134	8751	2	.	indeterminate	.	.	.	.	2010/09/30	.	70444.1848861471	5.8	4.28	0.5152						
8752-2	SCT_0101	8752	2	.	indeterminate	.	.	.	.	2010/09/30	.	97613.512655357	4.9	4.34	0.41152						
8753-2	SCT_0059	8753	2	.	indeterminate	.	.	.	.	2010/09/30	.	124922.888505851	4.9	4.44	0.42752						
8754-2	SCT_0020	8754	2	.	indeterminate	.	.	.	.	2010/09/23	.	108957.407239409	5.5	4.44	0.4064						
8755-2	SCT_0027	8755	2	.	indeterminate	.	.	.	.	2010/09/30	.	98313.7530617799	5.1	4.5	0.41408						
8756-2	SCT_0032	8756	2	.	indeterminate	.	.	.	.	2010/09/23	.	99854.2819559104	5.3	4.25	0.46592						
8757-2	SCT_0082	8757	2	.	indeterminate	.	.	.	.	2010/09/16	.	108957.407239409	5.8	4.3	0.5024						
8758-2	SCT_0028	8758	2	.	indeterminate	.	.	.	.	2010/09/30	.	93832.2144606731	5.9	4.58	0.40064						
8759-2	SCT_0105	8759	2	.	indeterminate	.	.	.	.	2010/09/23	.	65402.453959902	6	4.5	0.32704						
8760-2	SCT_0127	8760	2	.	indeterminate	.	.	.	.	2010/09/30	.	126183.321237413	6	4.24	0.56576						
8761-2	SCT_0071	8761	2	.	indeterminate	.	.	.	.	2010/09/30	.	80947.7909824911	6	4.55	0.33728						
8762-2	SCT_0060	8762	2	.	indeterminate	.	.	.	.	2010/09/23	.	86969.8584777284	6.2	4.4	0.56896						
8763-2	SCT_0126	8763	2	.	indeterminate	.	.	.	.	2010/09/30	.	70864.3291300009	5.5	4.43	0.39232						
8764-2	SCT_0001	8764	2	.	indeterminate	.	.	.	.	2010/09/30	.	93832.2144606731	5.4	4.58	0.30848						
8765-2	SCT_0112	8765	2	.	indeterminate	.	.	.	.	2010/09/16	.	60920.9153587952	6.4	4.39	0.47168						
8766-2	SCT_0030	8766	2	.	indeterminate	.	.	.	.	2010/09/30	.	61481.1076839336	8.4	4.33	0.45568						
8767-2	SCT_0478	8767	2	.	indeterminate	.	.	.	.	2010/09/23	.	112178.513108954	5.6	4.45	0.43392						
8768-2	SCT_0089	8768	2	.	indeterminate	.	.	.	.	2010/09/23	.	91731.4932414043	5.4	4.33	0.36928						
8769-2	SCT_0100	8769	2	.	indeterminate	.	.	.	.	2010/09/30	.	129124.330944389	5.5	4.28	0.45888						
8770-2	SCT_0118	8770	2	.	indeterminate	.	.	.	.	2010/09/23	.	98173.7049804953	4.4	4.39	0.4064						
8771-2	SCT_0049	8771	2	.	indeterminate	.	.	.	.	2010/09/30	.	129824.571350812	5	4.4	0.41088						
8772-2	SCT_0005	8772	2	.	indeterminate	.	.	.	.	2010/09/30	.	108817.359158124	6.2	4.39	0.41088						
8773-2	SCT_0066	8773	2	.	indeterminate	.	.	.	.	2010/09/16	.	109377.551483262	5.8	4.4	0.38848						
8774-2	SCT_0122	8774	2	.	indeterminate	.	.	.	.	2010/09/16	.	82488.3198766216	5	4.3	0.4						
8775-2	SCT_0035	8775	2	.	indeterminate	.	.	.	.	2010/09/30	.	86409.6661525901	5.2	4.61	0.352						
8776-2	SCT_0079	8776	2	.	indeterminate	.	.	.	.	2010/09/30	.	125623.128912274	5.4	4.4	0.39552						
8777-2	SCT_0055	8777	2	.	indeterminate	.	.	.	.	2010/09/30	.	81507.9833076295	5.6	4.42	0.4256						
8778-2	SCT_0036	8778	2	.	indeterminate	.	.	.	.	2010/09/30	.	91731.4932414043	6.7	4.34	0.43456						
8779-2	SCT_0129	8779	2	.	indeterminate	.	.	.	.	2010/09/16	.	90611.1085911277	5	4.31	0.4672						
8780-2	SCT_0046	8780	2	.	indeterminate	.	.	.	.	2010/09/23	.	101534.858931325	6	4.32	0.50688						
8781-2	SCT_0076	8781	2	.	indeterminate	.	.	.	.	2010/09/23	.	93412.0702168194	5.4	4.69	0.33088						
8782-2	SCT_0083	8782	2	.	indeterminate	.	.	.	.	2010/09/30	.	78286.877438084	6.1	4.42	0.46784						
8783-2	SCT_0097	8783	2	.	indeterminate	.	.	.	.	2010/09/16	.	73665.2907556926	5.3	4.35	0.43968						
8784-2	SCT_0142	8784	2	.	indeterminate	.	.	.	.	2010/09/23	.	62321.3961716411	6	4.39	0.4352						
8785-2	SCT_0017	8785	2	.	indeterminate	.	.	.	.	2010/09/30	.	114419.282409507	6.3	4.34	0.41792						
8786-2	SCT_0057	8786	2	.	indeterminate	.	.	.	.	2010/09/30	.	60920.9153587952	5.5	4.39	0.432						
8787-2	SCT_0077	8787	2	.	indeterminate	.	.	.	.	2010/09/23	.	70724.2810487163	5.6	4.4	0.42176						
8788-2	SCT_0095	8788	2	.	indeterminate	.	.	.	.	2010/09/30	.	47616.3476367595	5.4	4.45	0.30592						
