	PGSC0003DMG402000057	Gene of unknown function	1
	PGSC0003DMG401000058	UDP-glucosyltransferase	1
	PGSC0003DMG402000058	UDP-glucosyltransferase	1
	PGSC0003DMG400000059	UDP-glucosyltransferase	1
	PGSC0003DMG400000060	Transferase, transferring glycosyl groups	1
	PGSC0003DMG400000062	Mads box protein	1
	PGSC0003DMG400000063	Heavy metal-associated domain containing protein	1
	PGSC0003DMG400000064	WRKY transcription factor 23	1
	PGSC0003DMG400000065	Proline iminopeptidase	1
	PGSC0003DMG400000066	Ethylene-responsive late embryogenesis	1
	PGSC0003DMG400000067	Late embryogenesis (Lea)	1
	PGSC0003DMG400000068	Pentatricopeptide repeat-containing protein	1
	PGSC0003DMG400000069	Plant cell wall protein SlTFR88	1
	PGSC0003DMG400000070	RING-H2 finger protein ATL67	1
	PGSC0003DMG400000071	ATRAD3	1
	PGSC0003DMG400000072	24 kDa seed maturation protein	1
	PGSC0003DMG400000073	Class III chitinase	1
	PGSC0003DMG400000074	Class III chitinase	1
	PGSC0003DMG400000075	Conserved gene of unknown function	1
	PGSC0003DMG401000076	Protein ABIL1	1
	PGSC0003DMG402000076	Gene of unknown function	1
	PGSC0003DMG400000077	Alpha 1,3-xylosyltransferase	1
	PGSC0003DMG400000078	Transferase, transferring glycosyl groups	1
	PGSC0003DMG400000079	BCL-2-associated athanogene 6	1
	PGSC0003DMG400000080	C2 domain-containing protein	1
	PGSC0003DMG400000081	Protein UNUSUAL FLORAL ORGANS	1
	PGSC0003DMG400000082	Conserved gene of unknown function	1
	PGSC0003DMG401000083	Conserved gene of unknown function	1
	PGSC0003DMG402000083	Conserved gene of unknown function	1
	PGSC0003DMG400000084	Conserved gene of unknown function	1
	PGSC0003DMG400000085	BTB/POZ protein	1
2113	PGSC0003DMG400000086	Translation initiation factor eIF-1A	1
	PGSC0003DMG400000087	Atpob1	1
	PGSC0003DMG400000088	TAF-2	1
	PGSC0003DMG400000089	Aldose 1-epimerase	1
	PGSC0003DMG400000090	Ubiquitin carrier protein	1
	PGSC0003DMG400000091	AP2/ERF domain-containing transcription factor	1
	PGSC0003DMG400000092	Mitochondrial carrier protein	1
	PGSC0003DMG400000093	Serine-threonine protein kinase	1
	PGSC0003DMG401000094	Conserved gene of unknown function	1
	PGSC0003DMG401000095	Jasmonic acid-amino acid-conjugating enzyme	1
	PGSC0003DMG402000095	Jasmonic acid-amino acid-conjugating enzyme	1
	PGSC0003DMG400000096	Conserved gene of unknown function	1
	PGSC0003DMG401000097	Conserved gene of unknown function	1
	PGSC0003DMG402000097	Conserved gene of unknown function	1
	PGSC0003DMG400000098	Conserved gene of unknown function	1
	PGSC0003DMG400000099	Pentatricopeptide repeat-containing protein, mitochondrial	1
	PGSC0003DMG401000100	Helicase domain-containing protein	1
	PGSC0003DMG402000100	Gene of unknown function	1
	PGSC0003DMG400000101	Triacylglycerol lipase	1
	PGSC0003DMG400000131	SET domain-containing protein	1
	PGSC0003DMG400000132	Conserved gene of unknown function	1
	PGSC0003DMG400000133	Phospholipase PLDb2	1
	PGSC0003DMG400000134	Xylem serine proteinase 1	1
	PGSC0003DMG400000135	Xylem serine proteinase 1	1
	PGSC0003DMG400000136	PMADS4 protein	1
	PGSC0003DMG400000138	Conserved gene of unknown function	1
	PGSC0003DMG400000139	Gibberellin receptor GID1	1
	PGSC0003DMG400000140	ATP binding protein	1
	PGSC0003DMG400000142	Copper ion binding protein	1
	PGSC0003DMG400000144	Flavonol 3-sulfotransferase	1
	PGSC0003DMG400000145	Cytochrome P450 monooxygenase	1
	PGSC0003DMG400000146	Cytochrome P450 monooxygenase	1
	PGSC0003DMG400000147	Cytochrome P450 monooxygenase	1
	PGSC0003DMG400000148	Cytochrome P450	1
	PGSC0003DMG400000149	Cytochrome P450	1
	PGSC0003DMG400000150	Gene of unknown function	1
	PGSC0003DMG400000151	Digalactosyldiacylglycerol synthase 2, chloroplastic	1
	PGSC0003DMG400000152	Methylenetetrahydrofolate dehydrogenase	1
	PGSC0003DMG400000153	KEA1 (K EFFLUX ANTIPORTER 1)	1
	PGSC0003DMG400000154	NAC transcription factor	1
	PGSC0003DMG400000155	LIM domain protein PLIM-2	1
	PGSC0003DMG400000156	Conserved gene of unknown function	1
	PGSC0003DMG400000157	Remorin 2	1
	PGSC0003DMG400000158	Actin-depolymerizing factor 12	1
	PGSC0003DMG400000159	DNA binding protein	1
	PGSC0003DMG400000160	Gene of unknown function	1
	PGSC0003DMG400000161	Conserved gene of unknown function	1
	PGSC0003DMG400000162	Ccr4-not transcription complex	1
	PGSC0003DMG400000164	Cytidine/deoxycytidylate deaminase family protein	1
	PGSC0003DMG400000165	Protein AFR	1
	PGSC0003DMG400000166	Acyl-CoA thioesterase	1
	PGSC0003DMG400000167	Small nuclear ribonucleoprotein-associated protein	1
	PGSC0003DMG400000168	60S ribosomal protein L36	1
	PGSC0003DMG400000169	Beta-amylase	1
	PGSC0003DMG400000170	Gibberellin 20-oxidase	1
	PGSC0003DMG400000171	2-oxo acid dehydrogenase, lipoyl-binding site	1
	PGSC0003DMG400000172	Conserved gene of unknown function	1
	PGSC0003DMG400000173	Conserved gene of unknown function	1
	PGSC0003DMG400000174	Origin recognition complex 5 subunit	1
	PGSC0003DMG400000175	Conserved gene of unknown function	1
	PGSC0003DMG400000176	Conserved gene of unknown function	1
	PGSC0003DMG400000177	Ubiquitin carrier protein	1
	PGSC0003DMG400000178	DNA binding protein	1
	PGSC0003DMG400000179	RLK4 (RECEPTOR KINASE 4)	1
	PGSC0003DMG400000180	Zinc finger family protein	1
	PGSC0003DMG400000181	Conserved gene of unknown function	1
	PGSC0003DMG400000184	Ferric-chelate reductase	1
	PGSC0003DMG400000185	ATP binding protein	1
	PGSC0003DMG400000186	Polygalacturonase	1
	PGSC0003DMG400000187	Conserved gene of unknown function	1
	PGSC0003DMG400000188	Bmru protein	1
	PGSC0003DMG400000189	MYBR domain class transcription factor	1
	PGSC0003DMG400000190	Angustifolia	1
	PGSC0003DMG400000191	Conserved gene of unknown function	1
	PGSC0003DMG400000192	2-hydroxyacid dehydrogenase	1
2566	PGSC0003DMG400000193	1-aminocyclopropane-1-carboxylate synthase 2	1
	PGSC0003DMG400000194	Potyviral helper component protease-interacting protein 1	1
	PGSC0003DMG400000195	Pentatricopeptide repeat-containing protein, mitochondrial	1
	PGSC0003DMG400000196	Transcription factor	1
	PGSC0003DMG400000197	Structural maintenance of chromosome 1 protein	1
	PGSC0003DMG401000198	Conserved gene of unknown function	1
	PGSC0003DMG402000198	Conserved gene of unknown function	1
	PGSC0003DMG400000199	Gene of unknown function	1
	PGSC0003DMG400000200	Acyl-CoA thioesterase family protein	1
	PGSC0003DMG401000201	Ccr4-not transcription complex	1
	PGSC0003DMG402000201	Ccr4-not transcription complex	1
	PGSC0003DMG400000202	Orf265_2	1
	PGSC0003DMG400000203	Conserved gene of unknown function	1
	PGSC0003DMG400000204	Thylakoid membrane phosphoprotein 14 kDa, chloroplast	1
	PGSC0003DMG400000205	Lanatoside 15'-O-acetylesterase	1
	PGSC0003DMG400000206	Exosome complex exonuclease RRP41	1
	PGSC0003DMG400000207	Arabinogalactan peptide 16	1
	PGSC0003DMG400000208	Conserved gene of unknown function	1
	PGSC0003DMG400000209	Cmp-sialic acid transporter	1
2052	PGSC0003DMG400000210	Mitochondrial carrier	1
	PGSC0003DMG400000211	WRKY transcription factor	1
	PGSC0003DMG400000212	Triptychon and cpc	1
	PGSC0003DMG400000213	Histone H3	1
	PGSC0003DMG400000214	Chitinase	1
	PGSC0003DMG400000215	Conserved gene of unknown function	1
	PGSC0003DMG400000251	Adenosine 3'-phospho 5'-phosphosulfate transporter	1
	PGSC0003DMG400000252	KDEL motif-containing protein 1	1
	PGSC0003DMG400000254	Gene of unknown function	1
	PGSC0003DMG400000255	Conserved gene of unknown function	1
	PGSC0003DMG400000256	Gene of unknown function	1
	PGSC0003DMG400000257	Gene of unknown function	1
	PGSC0003DMG400000259	Transposase	1
	PGSC0003DMG400000261	Transferase, transferring glycosyl groups	1
	PGSC0003DMG400000263	Conserved gene of unknown function	1
	PGSC0003DMG400000264	Gene of unknown function	1
	PGSC0003DMG400000265	Gene of unknown function	1
	PGSC0003DMG400000270	O-methyltransferase	12
	PGSC0003DMG400000271	Monooxygenase	12
	PGSC0003DMG400000272	YA5	12
	PGSC0003DMG400000273	MAPKK	12
	PGSC0003DMG400000274	Diacylglycerol acylCoA acyltransferase	12
	PGSC0003DMG400000275	Conserved gene of unknown function	12
	PGSC0003DMG400000276	Nucleosome assembly protein 1 2	12
1968	PGSC0003DMG400000277	Cytokinin oxidase/dehydrogenase 2	12
	PGSC0003DMG400000278	CwfJ-like family protein / zinc finger (CCCH-type) family protein	12
	PGSC0003DMG400000279	Conserved gene of unknown function	12
	PGSC0003DMG400000280	GATA transcription factor 21	12
	PGSC0003DMG400000281	EMB2752	12
	PGSC0003DMG400000282	Serine acetyltransferase 7	12
	PGSC0003DMG400000284	1-aminocyclopropane-1-carboxylate synthase	12
	PGSC0003DMG400000285	Mitochondrial ATP synthase g subunit family protein	12
	PGSC0003DMG400000286	40S ribosomal protein S30	12
	PGSC0003DMG401000287	Myo-inositol oxygenase	12
	PGSC0003DMG400000288	Gamma glutamyl transpeptidases	12
	PGSC0003DMG400000289	Mitochondrial-processing peptidase subunit alpha	12
	PGSC0003DMG400000290	Ctp	12
	PGSC0003DMG400000291	Profilin	12
	PGSC0003DMG400000292	Conserved gene of unknown function	12
	PGSC0003DMG400000293	Pectinesterase	12
	PGSC0003DMG400000294	Ulp1 protease family, C-terminal catalytic domain containing protein	12
	PGSC0003DMG400000295	Hexokinase 5	12
	PGSC0003DMG400000296	Ceramide glucosyltransferase	12
	PGSC0003DMG400000297	Senescence-associated protein	12
	PGSC0003DMG400000298	Transferase, transferring pentosyl groups	12
	PGSC0003DMG401000299	Conserved gene of unknown function	12
	PGSC0003DMG402000299	Serine-threonine protein kinase, plant-type	12
	PGSC0003DMG400000301	Ring finger protein	12
	PGSC0003DMG400000302	Lactoylglutathione lyase / glyoxalase I, putative	12
	PGSC0003DMG400000303	Nitrate transporter	12
	PGSC0003DMG400000304	ROP	12
	PGSC0003DMG400000305	Cak1	12
	PGSC0003DMG401000306	Transcription factor	12
	PGSC0003DMG402000306	Gene of unknown function	12
	PGSC0003DMG400000307	Protein ABIL5	12
	PGSC0003DMG400000308	Conserved gene of unknown function	12
	PGSC0003DMG400000309	CONTINUOUS VASCULAR RING	12
	PGSC0003DMG400000310	Gene of unknown function	12
	PGSC0003DMG400000311	Protein cbxX, chromosomal	12
	PGSC0003DMG400000312	Conserved gene of unknown function	12
	PGSC0003DMG400000313	Ovate	12
	PGSC0003DMG400000314	Conserved gene of unknown function	12
	PGSC0003DMG400000315	Conserved gene of unknown function	12
	PGSC0003DMG400000317	Arabinogalactan peptide 22	12
	PGSC0003DMG400000318	Conserved gene of unknown function	12
	PGSC0003DMG400000319	Conserved gene of unknown function	12
	PGSC0003DMG400000320	Conserved gene of unknown function	12
	PGSC0003DMG400000321	Aldehyde dehydrogenase	12
	PGSC0003DMG400000322	GTP-ase activating protein for Arf containing protein	12
	PGSC0003DMG400000323	Conserved gene of unknown function	12
	PGSC0003DMG400000324	OBP3-responsive gene 4	12
	PGSC0003DMG400000325	Ultraviolet-B-repressible protein	12
	PGSC0003DMG400000326	Ultraviolet-B-repressible protein	12
	PGSC0003DMG400000327	Ultraviolet-B-repressible protein	12
	PGSC0003DMG400000328	Charged multivesicular body protein 2a	12
	PGSC0003DMG400000329	Long-chain acyl-CoA synthetase	12
	PGSC0003DMG400000330	Vernalization independence 3	12
	PGSC0003DMG400000331	Serine/threonine-protein kinase	12
	PGSC0003DMG400000332	Salt responsive protein 2	12
2495	PGSC0003DMG400000333	Lycopene epsilon cyclase	12
	PGSC0003DMG400000334	Calmodulin binding protein	12
	PGSC0003DMG400000335	Cytokinin oxidase/dehydrogenase 2	12
	PGSC0003DMG400000336	Density-regulated protein	12
	PGSC0003DMG400000337	Carbamoyl phosphate synthase small subunit	12
	PGSC0003DMG400000338	Amine oxidase	12
	PGSC0003DMG400000339	Beta-galactosidase	12
	PGSC0003DMG400000340	MYB transcription factor	12
	PGSC0003DMG400000341	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	12
	PGSC0003DMG400000342	Grave disease carrier protein	12
	PGSC0003DMG400000343	Protein arginine n-methyltransferase 1	12
	PGSC0003DMG400000344	Splicing factor U2af large subunit B	12
	PGSC0003DMG400000345	60S ribosomal protein L31	12
	PGSC0003DMG401000346	Gene of unknown function	12
	PGSC0003DMG402000346	Chloroplast processing enzyme	12
	PGSC0003DMG400000347	Iaa-amino acid hydrolase 11	12
	PGSC0003DMG400000348	Meiotic coiled-coil protein	12
	PGSC0003DMG400000349	Myb	12
	PGSC0003DMG400000350	Zinc finger CCCH domain-containing protein 20	12
	PGSC0003DMG400000351	Protein-tyrosine phosphatase mitochondrial 1, mitochondrial	12
	PGSC0003DMG400000352	AtpA	12
	PGSC0003DMG400000353	Conserved gene of unknown function	12
	PGSC0003DMG400000354	Glucan endo-1,3-beta-glucosidase	12
	PGSC0003DMG400000355	Arginyl-tRNA synthetase	12
	PGSC0003DMG400000356	Peptidase M28 family protein	12
	PGSC0003DMG400000357	IQ-domain 26	12
	PGSC0003DMG400000358	Serine-threonine protein kinase, plant-type	12
	PGSC0003DMG400000359	B5 #5 (cytochrome b5 family protein #5)	12
	PGSC0003DMG400000360	Malic enzyme	12
	PGSC0003DMG401000361	RNA-dependent RNA polymerase family protein	12
	PGSC0003DMG402000361	RNA-dependent RNA polymerase family protein	12
	PGSC0003DMG400000363	Avr9/Cf-9 rapidly elicited protein 146	12
	PGSC0003DMG400000364	GAMYB-binding protein	12
	PGSC0003DMG400000365	Dehydration responsive element binding protein	12
	PGSC0003DMG400000366	Exostosin family protein	12
	PGSC0003DMG400000367	Sugar transporter	12
	PGSC0003DMG400000368	B3 domain-containing protein	12
	PGSC0003DMG400000370	Gene of unknown function	12
	PGSC0003DMG400000371	B3 domain-containing protein	12
	PGSC0003DMG400000372	Casein kinase	12
	PGSC0003DMG400000374	Conserved gene of unknown function	12
	PGSC0003DMG400000375	Auxin/indole-3-acetic acid 4	12
	PGSC0003DMG400000376	3-hydroxyacyl-CoA dehyrogenase	12
	PGSC0003DMG400000377	Pollen-specific kinase partner protein	12
	PGSC0003DMG400000378	Signal peptidase I	12
	PGSC0003DMG400000379	PERK1 kinase	12
	PGSC0003DMG400000380	HSF domain class transcription factor	12
	PGSC0003DMG400000381	Conserved gene of unknown function	12
	PGSC0003DMG400000383	Mrp protein	12
	PGSC0003DMG400000384	Conserved gene of unknown function	12
	PGSC0003DMG400000385	Chloroplast-targeted copper chaperone	12
	PGSC0003DMG400000386	Leucine-rich repeat extensin 3	12
	PGSC0003DMG400000387	Conserved gene of unknown function	12
	PGSC0003DMG400000388	Conserved gene of unknown function	12
	PGSC0003DMG400000389	Zinc finger protein	12
	PGSC0003DMG400000392	Gene of unknown function	12
	PGSC0003DMG400000393	Conserved gene of unknown function	11
	PGSC0003DMG400000394	U3 small nucleolar ribonucleoprotein protein imp4	11
	PGSC0003DMG400000395	Conserved gene of unknown function	11
	PGSC0003DMG400000396	Spotted leaf protein	11
	PGSC0003DMG400000397	Gene of unknown function	11
	PGSC0003DMG400000398	Heat shock protein 70-3	11
	PGSC0003DMG400000399	Sodium-and lithium-tolerant 1	11
	PGSC0003DMG400000400	Gene of unknown function	11
	PGSC0003DMG400000401	Inner membrane protein PPF-1, chloroplast	11
	PGSC0003DMG400000402	Osmotin	11
	PGSC0003DMG400000403	Conserved gene of unknown function	11
2367	PGSC0003DMG400000404	UDP-glucuronate decarboxylase 2	11
	PGSC0003DMG400000405	Histone H4	11
	PGSC0003DMG400000406	Gene of unknown function	11
	PGSC0003DMG400000407	Conserved gene of unknown function	11
	PGSC0003DMG400000408	Xyloglucan endotransglucosylase-hydrolase XTH6	11
2078	PGSC0003DMG400000409	RNA processing factor 1	11
	PGSC0003DMG401000410	CRS2-associated factor 2, chloroplastic	11
	PGSC0003DMG402000410	Conserved gene of unknown function	11
	PGSC0003DMG400000411	Transferase	11
	PGSC0003DMG400000412	Nodulin family protein	11
	PGSC0003DMG400000413	Conserved gene of unknown function	11
	PGSC0003DMG400000414	Shugoshin-1	11
	PGSC0003DMG400000415	Conserved gene of unknown function	11
	PGSC0003DMG400000416	Auxin-regulated protein	11
	PGSC0003DMG400000417	Superoxide dismutase [Cu-Zn]	11
	PGSC0003DMG400000418	DNA-binding protein	11
	PGSC0003DMG400000419	Zinc finger family protein	11
	PGSC0003DMG400000420	Histone H2B.2	11
	PGSC0003DMG400000421	Conserved gene of unknown function	11
	PGSC0003DMG400000422	Retinoid-inducible serine carboxypeptidase	11
1819	PGSC0003DMG400000425	Flavonoid 3',5'-hydroxylase	11
	PGSC0003DMG400000427	ATP10 protein	11
	PGSC0003DMG401000428	Protease	11
	PGSC0003DMG403000428	Gene of unknown function	11
	PGSC0003DMG400000429	Anthranilate N-benzoyltransferase protein	11
	PGSC0003DMG400000431	Glucosyltransferase	11
	PGSC0003DMG400000432	Glucosyltransferase	11
	PGSC0003DMG400000433	UDP-apiose/xylose synthase	11
	PGSC0003DMG400000434	Non-phototropic hypocotyl 3	11
	PGSC0003DMG400000435	Conserved gene of unknown function	11
	PGSC0003DMG400000438	Receptor protein kinase	11
	PGSC0003DMG400000439	Actin-11	11
	PGSC0003DMG400000440	Ring zinc finger protein	11
	PGSC0003DMG400000441	Dof zinc finger protein	11
	PGSC0003DMG400000442	Conserved gene of unknown function	11
	PGSC0003DMG400000443	Conserved gene of unknown function	11
	PGSC0003DMG400000444	Heat shock cognate 70 kDa protein	11
	PGSC0003DMG400000445	AP2/ERF domain protein	11
	PGSC0003DMG400000446	Submergence-1B	11
	PGSC0003DMG400000447	Gene of unknown function	11
	PGSC0003DMG400000448	Serine carboxypeptidase III	11
	PGSC0003DMG400000449	SNF7 family protein	11
	PGSC0003DMG400000451	Signal recognition particle receptor subunit beta	11
	PGSC0003DMG400000453	DNA ligase	11
	PGSC0003DMG400000454	Gene of unknown function	11
	PGSC0003DMG400000455	Gene of unknown function	11
	PGSC0003DMG400000456	50S ribosomal protein L9, chloroplastic	11
	PGSC0003DMG400000457	Lethal leaf spot 1	11
	PGSC0003DMG401000458	Conserved gene of unknown function	11
	PGSC0003DMG402000458	Cyclin-dependent kinases regulatory subunit	11
	PGSC0003DMG400000459	PHD zinc finger protein	11
	PGSC0003DMG400000460	RING-H2 finger protein ATL57	11
	PGSC0003DMG400000462	RNA binding protein	11
	PGSC0003DMG401000463	Magnesium transporter MRS2-11, chloroplastic	11
	PGSC0003DMG402000463	Gene of unknown function	11
	PGSC0003DMG400000464	OB-fold nucleic acid binding domain containing protein	11
	PGSC0003DMG400000465	Zinc finger protein	11
	PGSC0003DMG400000466	Phosphatidylcholine-sterol acyltransferase	11
	PGSC0003DMG400000468	Amino acid transporter	11
	PGSC0003DMG400000470	Conserved gene of unknown function	11
	PGSC0003DMG400000471	Gene of unknown function	11
	PGSC0003DMG400000476	Conserved gene of unknown function	11
	PGSC0003DMG400000477	Sirohydrochlorin ferrochelatase	2
	PGSC0003DMG400000478	Pentatricopeptide repeat-containing protein	2
	PGSC0003DMG401000479	Pentatricopeptide repeat-containing protein	2
	PGSC0003DMG402000479	Pentatricopeptide repeat-containing protein	2
	PGSC0003DMG400000480	Cytochrome c oxidase subunit 5C	2
2221	PGSC0003DMG400000481	Isocitrate dehydrogenase [NADP]	2
	PGSC0003DMG400000482	Glutaredoxin	2
	PGSC0003DMG400000483	TRNA	2
	PGSC0003DMG400000484	Triose phosphate/phosphate translocator, non-green plastid, chloroplast	2
	PGSC0003DMG400000485	MYB305 protein v1	2
	PGSC0003DMG400000486	Monodehydroascorbate reductase	2
	PGSC0003DMG400000487	50S ribosomal protein L12, chloroplastic	2
	PGSC0003DMG400000488	50S ribosomal protein L12, chloroplastic	2
	PGSC0003DMG400000489	Conserved gene of unknown function	2
	PGSC0003DMG400000490	Conserved gene of unknown function	2
	PGSC0003DMG400000491	Phospholipid-transporting ATPase	2
	PGSC0003DMG400000492	Conserved gene of unknown function	2
	PGSC0003DMG400000493	Carbonic anhydrase	2
	PGSC0003DMG400000494	Serine-type peptidase	2
	PGSC0003DMG400000495	C2H2L domain class transcription factor	2
1794	PGSC0003DMG400000496	Formate dehydrogenase, mitochondrial	2
	PGSC0003DMG401000497	Gene of unknown function	2
	PGSC0003DMG402000497	Metal-dependent phosphohydrolase HD domain-containing protein	2
	PGSC0003DMG400000498	Homeodomain leucine zipper protein	2
	PGSC0003DMG400000499	Clasp	2
	PGSC0003DMG400000500	Serine-threonine protein kinase, plant-type	2
	PGSC0003DMG400000501	High-affinity potassium transporter protein 1	2
	PGSC0003DMG400000502	Conserved gene of unknown function	2
	PGSC0003DMG400000503	IS10 transposase	2
	PGSC0003DMG400000505	Alpha-DOX1	2
	PGSC0003DMG401000506	Alpha-DOX2	2
	PGSC0003DMG402000506	Alpha-DOX2	2
	PGSC0003DMG400000508	Metal ion binding protein	2
	PGSC0003DMG400000509	GPI ethanolamine phosphate transferase	2
	PGSC0003DMG400000510	Conserved gene of unknown function	2
	PGSC0003DMG400000511	Class III peroxidase	2
	PGSC0003DMG400000512	Stress-associated protein 11	2
	PGSC0003DMG400000513	Stachyose synthase	2
	PGSC0003DMG400000514	BC10 protein	2
	PGSC0003DMG401000515	Kinase	2
	PGSC0003DMG402000515	Kinase	2
	PGSC0003DMG400000516	Polyribonucleotide nucleotidyltransferase	2
	PGSC0003DMG401000517	ATP-dependent RNA helicase DB10	2
	PGSC0003DMG402000517	Petunia Shaggy kinase 4	2
	PGSC0003DMG400000518	Peptide deformylase 1B, chloroplastic	2
	PGSC0003DMG400000519	Glucan endo-1,3-beta-glucosidase, acidic isoform GI9	2
	PGSC0003DMG400000520	Conserved gene of unknown function	2
	PGSC0003DMG400000521	Cinnamoyl-CoA reductase	2
	PGSC0003DMG400000523	Kinesin light chain	2
	PGSC0003DMG401000524	Gene of unknown function	2
	PGSC0003DMG402000524	UPF0497 membrane protein	2
	PGSC0003DMG403000524	UPF0497 membrane protein	2
	PGSC0003DMG400000525	Farnesyl-protein transferase beta subunit	2
	PGSC0003DMG401000526	Calcium homeostasis regulator CHoR1	2
	PGSC0003DMG402000526	Calcium homeostasis regulator CHoR1	2
	PGSC0003DMG401000527	Peptidyl-prolyl cis-trans isomerase	2
	PGSC0003DMG402000527	MtN3	2
	PGSC0003DMG401000528	Gene of unknown function	2
	PGSC0003DMG402000528	Aldehyde dehydrogenase	2
	PGSC0003DMG400000529	Cyclic nucleotide-gated ion channel 18	2
	PGSC0003DMG400000530	Leaf senescence protein	2
	PGSC0003DMG400000531	Spotted leaf protein	2
	PGSC0003DMG400000533	Zinc finger protein	2
	PGSC0003DMG400000534	Cytochrome P450	3
	PGSC0003DMG400000536	ADP-ribosylation factor, arf	3
	PGSC0003DMG400000537	Guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase	3
	PGSC0003DMG400000538	ATP binding protein	3
	PGSC0003DMG400000539	Conserved gene of unknown function	3
	PGSC0003DMG400000540	Cell division control 20	3
	PGSC0003DMG400000541	Hydrogen peroxide-induced 1	3
	PGSC0003DMG400000542	Pentatricopeptide repeat-containing protein	3
	PGSC0003DMG400000543	Conserved gene of unknown function	3
	PGSC0003DMG400000544	Conserved gene of unknown function	3
	PGSC0003DMG400000545	UP-9A	3
	PGSC0003DMG400000546	UP-9A	3
	PGSC0003DMG400000547	UP-9A	3
	PGSC0003DMG400000548	Conserved gene of unknown function	3
	PGSC0003DMG400000549	Conserved gene of unknown function	3
	PGSC0003DMG400000550	Conserved gene of unknown function	3
	PGSC0003DMG400000551	Conserved gene of unknown function	3
	PGSC0003DMG400000552	Serine-type endopeptidase inhibitor	3
	PGSC0003DMG400000553	Auxin-induced protein 5NG4	3
	PGSC0003DMG401000554	Calcium ion binding protein	3
	PGSC0003DMG402000554	Gene of unknown function	3
	PGSC0003DMG400000555	Nam 1	3
	PGSC0003DMG400000556	Copper ion binding protein	3
	PGSC0003DMG400000557	Conserved gene of unknown function	3
