	Tomato Data Entry			Characterization Descriptors									Quality Measures			Comment	
SCT_0230-2	SCT_0230	342	2	.	.	.	.	.	.	2010/08/24	.	.	5	4.49	0.32576		
SCT_0231-1	SCT_0231	351	1	.	.	.	.	.	.	2010/08/24	.	.	6.6	4.07	0.54144		
SCT_0231-2	SCT_0231	352	2	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.17	0.45184		
SCT_0232-1	SCT_0232	361	1	.	.	.	.	.	.	2010/08/24	.	.	5.5	4.36	0.4064		
SCT_0232-2	SCT_0232	362	2	.	.	.	.	.	.	2010/08/24	.	.	4.2	4.35	0.3168		
SCT_0233-1	SCT_0233	371	1	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.26	0.33024		
SCT_0233-2	SCT_0233	372	2	.	.	.	.	.	.	2010/08/24	.	.	4.5	4.21	0.37312		
SCT_0234-1	SCT_0234	381	1	.	.	.	.	.	.	2010/08/24	.	.	5.3	3.77	0.70208		
SCT_0234-2	SCT_0234	382	2	.	.	.	.	.	.	2010/08/24	.	.	4.9	3.79	0.6304		
SCT_0235-1	SCT_0235	391	1	.	.	.	.	.	.	2010/08/24	.	.	5.2	3.96	0.53696		
SCT_0235-2	SCT_0235	392	2	.	.	.	.	.	.	2010/08/24	.	.	4.3	3.94	0.51904		
SCT_0236-1	SCT_0236	401	1	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.17	0.46592		
SCT_0236-2	SCT_0236	402	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.23	0.37184		
SCT_0237-1	SCT_0237	411	1	.	.	.	.	.	.	2010/08/24	.	.	5.9	4.34	0.39104		
SCT_0237-2	SCT_0237	412	2	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.22	0.42176		
SCT_0238-1	SCT_0238	421	1	.	.	.	.	.	.	2010/08/24	.	.	6	4.25	0.51008		
SCT_0238-2	SCT_0238	422	2	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.21	0.54976		
SCT_0239-1	SCT_0239	431	1	.	.	.	.	.	.	2010/08/24	.	.	5.5	4.21	0.38464		
SCT_0239-2	SCT_0239	432	2	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.03	0.432		
SCT_0240-1	SCT_0240	441	1	.	.	.	.	.	.	2010/08/24	.	.	5.7	4.2	0.43776		
SCT_0240-2	SCT_0240	442	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.04	0.48128		
SCT_0241-1	SCT_0241	451	1	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.03	0.43456		
SCT_0241-2	SCT_0241	452	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.07	0.50496		
SCT_0242-1	SCT_0242	461	1	.	.	.	.	.	.	2010/08/24	.	.	5.2	3.96	0.53824		
SCT_0242-2	SCT_0242	462	2	.	.	.	.	.	.	2010/08/24	.	.	4.5	4.21	0.4512		
SCT_0243-1	SCT_0243	471	1	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.02	0.51584		
SCT_0243-2	SCT_0243	472	2	.	.	.	.	.	.	2010/08/24	.	.	4.4	4.01	0.44672		
SCT_0244-1	SCT_0244	481	1	.	.	.	.	.	.	2010/08/24	.	.	8.2	4.21	0.49536		
SCT_0244-2	SCT_0244	482	2	.	.	.	.	.	.	2010/08/24	.	.	7.7	4.19	0.4768		
SCT_0245-1	SCT_0245	491	1	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.17	0.38848		
SCT_0245-2	SCT_0245	492	2	.	.	.	.	.	.	2010/08/24	.	.	3.7	4.27	0.33984		
SCT_0246-1	SCT_0246	501	1	.	.	.	.	.	.	2010/08/24	.	.	5.1	3.98	0.50368		
SCT_0246-2	SCT_0246	502	2	.	.	.	.	.	.	2010/08/24	.	.	5	4.02	0.42112		
SCT_0247-1	SCT_0247	511	1	.	.	.	.	.	.	2010/08/24	.	.	5.3	4.35	0.33216		
SCT_0247-2	SCT_0247	512	2	.	.	.	.	.	.	2010/08/24	.	.	4.8	4.15	0.30976		
SCT_0248-1	SCT_0248	521	1	.	.	.	.	.	.	2010/08/24	.	.	5	3.97	0.4192		
SCT_0248-2	SCT_0248	522	2	.	.	.	.	.	.	2010/08/24	.	.	4.1	3.93	0.4256		
SCT_0249-1	SCT_0249	531	1	.	.	.	.	.	.	2010/08/24	.	.	5.5	4.32	0.35456		
SCT_0249-2	SCT_0249	532	2	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.34	0.36864		
SCT_0250-1	SCT_0250	541	1	.	.	.	.	.	.	2010/08/24	.	.	6.7	3.97	0.5856		
SCT_0250-2	SCT_0250	542	2	.	.	.	.	.	.	2010/08/24	.	.	6	3.98	0.5664		
SCT_0251-1	SCT_0251	551	1	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.33	0.27328		
SCT_0251-2	SCT_0251	552	2	.	.	.	.	.	.	2010/08/24	.	.	4.5	4.38	0.30592		
SCT_0252-1	SCT_0252	561	1	.	.	.	.	.	.	2010/08/24	.	.	4.9	4.54	0.26816		
SCT_0252-2	SCT_0252	562	2	.	.	.	.	.	.	2010/08/24	.	.	3.1	4.47	0.26048		
SCT_0253-1	SCT_0253	571	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.15	0.39232		
SCT_0253-2	SCT_0253	572	2	.	.	.	.	.	.	2010/08/24	.	.	5.3	4.19	0.352		
SCT_0254-1	SCT_0254	581	1	.	.	.	.	.	.	2010/08/24	.	.	4.2	4.14	0.38016		
SCT_0254-2	SCT_0254	582	2	.	.	.	.	.	.	2010/08/24	.	.	4.3	4.18	0.36736		
SCT_0268-1	SCT_0268	591	1	.	.	.	.	.	.	2010/08/24	.	.	5	4.27	0.36736		
SCT_0268-2	SCT_0268	592	2	.	.	.	.	.	.	2010/08/24	.	.	3.4	4.19	0.24832		
SCT_0272-1	SCT_0272	601	1	.	.	.	.	.	.	2010/08/24	.	.	5.5	4.15	0.45568		
SCT_0272-2	SCT_0272	602	2	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.35	0.33664		
SCT_0217-1	SCT_0217	611	1	.	.	.	.	.	.	2010/08/24	.	.	5.9	3.66	0.83648		
SCT_0217-2	SCT_0217	612	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.19	0.39232		
SCT_0218-1	SCT_0218	621	1	.	.	.	.	.	.	2010/08/24	.	.	4.8	3.82	0.50304		
SCT_0218-2	SCT_0218	622	2	.	.	.	.	.	.	2010/08/24	.	.	4.2	3.93	0.45632		
SCT_0219-1	SCT_0219	631	1	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.04	0.56		
SCT_0219-2	SCT_0219	632	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.17	0.43328		
SCT_0220-1	SCT_0220	641	1	.	.	.	.	.	.	2010/08/24	.	.	5.7	4	0.72		
SCT_0220-2	SCT_0220	642	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.28	0.65792		
SCT_0221-1	SCT_0221	651	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	4	0.57216		
SCT_0221-2	SCT_0221	652	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.16	0.49408		
SCT_0222-1	SCT_0222	661	1	.	.	.	.	.	.	2010/08/24	.	.	4.5	3.65	0.69312		
SCT_0222-2	SCT_0222	662	2	.	.	.	.	.	.	2010/08/24	.	.	4.4	3.93	0.58176		
SCT_0216-1	SCT_0216	671	1	.	.	.	.	.	.	2010/08/24	.	.	5.3	3.62	0.66688		
SCT_0216-2	SCT_0216	672	2	.	.	.	.	.	.	2010/08/24	.	.	4.4	3.85	0.59072		
SCT_0223-1	SCT_0223	681	1	.	.	.	.	.	.	2010/08/24	.	.	5.9	3.71	0.63488		
SCT_0223-2	SCT_0223	682	2	.	.	.	.	.	.	2010/08/24	.	.	6	3.92	0.65728		
SCT_0224-1	SCT_0224	691	1	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.12	0.36736		
SCT_0224-2	SCT_0224	692	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.33	0.36288		
SCT_0225-1	SCT_0225	701	1	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.06	0.49472		
SCT_0225-2	SCT_0225	702	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.36	0.36864		
SCT_0257-1	SCT_0257	711	1	.	.	.	.	.	.	2010/08/24	.	.	6	3.76	0.71488		
SCT_0257-2	SCT_0257	712	2	.	.	.	.	.	.	2010/08/24	.	.	5.8	3.98	0.63552		
SCT_0258-1	SCT_0258	721	1	.	.	.	.	.	.	2010/08/24	.	.	5.5	3.96	0.52352		
SCT_0258-2	SCT_0258	722	2	.	.	.	.	.	.	2010/08/24	.	.	3.9	4.16	0.38592		
SCT_0259-1	SCT_0259	731	1	.	.	.	.	.	.	2010/08/24	.	.	4.9	3.78	0.59584		
SCT_0259-2	SCT_0259	732	2	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.02	0.4576		
SCT_0260-1	SCT_0260	741	1	.	.	.	.	.	.	2010/08/24	.	.	4.8	3.81	0.57152		
SCT_0260-2	SCT_0260	742	2	.	.	.	.	.	.	2010/08/24	.	.	4.2	4.15	0.37056		
SCT_0270-1a	SCT_0270	751	1a	.	.	.	.	.	.	2010/08/24	.	.	4.9	3.83	0.54656	Have 2 sets of quality measurements for the same rep	
SCT_0270-1b	SCT_0270	751	1b	.	.	.	.	.	.	.	.	.	4.1	3.94	0.44928	Have 2 sets of quality measurements for the same rep	
SCT_0270-2	SCT_0270	752	2	.	.	.	.	.	.	2010/08/24	.	.	4.6	4	0.53568		
SCT_0271-1	SCT_0271	761	1	.	.	.	.	.	.	2010/08/24	.	.	5.7	3.94	0.64192		
SCT_0271-2	SCT_0271	762	2	.	.	.	.	.	.	2010/08/24	.	.	4.3	4.01	0.5152		
SCT_0281-1	SCT_0281	771	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.01	0.46336		
SCT_0281-2	SCT_0281	772	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.29	0.35776		
SCT_0228/SCT_0229-1	SCT_0228/SCT_0229	781	1	.	.	.	.	.	.	2010/08/24	.	.	4.4	4.13	0.31552		
SCT_0228/SCT_0229-2a	SCT_0228/SCT_0229	782	2a	.	.	.	.	.	.	2010/08/24	.	.	3.8	4.16	0.27712	Have 2 sets of quality measurements for the same rep	
SCT_0228/SCT_0229-2b	SCT_0228/SCT_0229	782	2b	.	.	.	.	.	.	.	.	.	3.7	4.13	0.27968	Have 2 sets of quality measurements for the same rep	
SCT_0255-1	SCT_0255	791	1	.	.	.	.	.	.	2010/08/24	.	.	.	.	.		
SCT_0255-2	SCT_0255	792	2	.	.	.	.	.	.	2010/08/24	.	.	5.7	4.22	0.47232		
SCT_0256-1	SCT_0256	801	1	.	.	.	.	.	.	2010/08/24	.	.	5.8	3.99	0.50304		
SCT_0256-2	SCT_0256	802	2	.	.	.	.	.	.	2010/08/24	.	.	4.8	4.01	0.42304		
SCT_0172-1	SCT_0172	811	1	.	.	.	.	.	.	2010/08/24	.	.	4.7	3.8	0.53888		
SCT_0172-2	SCT_0172	812	2	.	.	.	.	.	.	2010/08/24	.	.	3.9	4.07	0.49088		
SCT_0215-1	SCT_0215	821	1	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.11	0.43392		
SCT_0215-2	SCT_0215	822	2	.	.	.	.	.	.	2010/08/24	.	.	4.1	4.06	0.44928		
SCT_0282-1	SCT_0282	831	1	.	.	.	.	.	.	2010/08/24	.	.	5.7	3.75	0.65408		
SCT_0282-2	SCT_0282	832	2	.	.	.	.	.	.	2010/08/24	.	.	4.7	3.99	0.55168		
SCT_0275-1	SCT_0275	841	1	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.44	0.36992		
SCT_0275-2	SCT_0275	842	2	.	.	.	.	.	.	2010/08/24	.	.	4.9	4.18	0.47296		
SCT_0283-1	SCT_0283	851	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	3.89	0.51456		
SCT_0283-2	SCT_0283	852	2	.	.	.	.	.	.	2010/08/24	.	.	4.9	4.05	0.49024		
SCT_0284-1	SCT_0284	861	1	.	.	.	.	.	.	2010/08/24	.	.	5	3.81	0.55936		
SCT_0284-2	SCT_0284	862	2	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.03	0.44544		
SCT_0269-1	SCT_0269	871	1	.	.	.	.	.	.	2010/08/24	.	.	5.8	4.06	0.44416		
SCT_0269-2	SCT_0269	872	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.28	0.4832		
SCT_0273-1	SCT_0273	881	1	.	.	.	.	.	.	2010/08/24	.	.	4.1	3.92	0.34816		
SCT_0273-2	SCT_0273	882	2	.	.	.	.	.	.	2010/08/24	.	.	3.7	4.2	0.33728		
SCT_0274-1	SCT_0274	891	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.12	0.44288		
SCT_0274-2	SCT_0274	892	2	.	.	.	.	.	.	2010/08/24	.	.	6.1	4.11	0.5376		
SCT_0276-1a	SCT_0276	901	1a	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.12	0.39872	Have 2 sets of quality measurements for the same rep	
SCT_0276-1b	SCT_0276	901	1b	.	.	.	.	.	.	.	.	.	5.3	4.23	0.37632	Have 2 sets of quality measurements for the same rep	
SCT_0276-2	SCT_0276	902	2	.	.	.	.	.	.	2010/08/24	.	.	4.9	4.17	0.42176		
SCT_0277-1	SCT_0277	911	1	.	.	.	.	.	.	2010/08/24	.	.	5.3	4.12	0.36864		
SCT_0277-2	SCT_0277	912	2	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.11	0.42816		
SCT_0278-1	SCT_0278	921	1	.	.	.	.	.	.	2010/08/24	.	.	5.9	4.36	0.37312		
SCT_0278-2	SCT_0278	922	2	.	.	.	.	.	.	2010/08/24	.	.	5.9	4.26	0.46976		
SCT_0279-1	SCT_0279	931	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.17	0.41728		
SCT_0279-2	SCT_0279	932	2	.	.	.	.	.	.	2010/08/24	.	.	5.9	4.32	0.48064		
SCT_0280-1	SCT_0280	941	1	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.19	0.38656		
SCT_0280-2	SCT_0280	942	2	.	.	.	.	.	.	2010/08/24	.	.	5.3	4.28	0.45184		
SCT_0176-1	SCT_0176	951	1	.	.	.	.	.	.	2010/08/24	.	.	5.8	4.3	0.3584		
SCT_0176-2	SCT_0176	952	2	.	.	.	.	.	.	2010/08/24	.	.	5.5	4.19	0.49728		
SCT_0179-1a	SCT_0179	961	1a	.	.	.	.	.	.	2010/08/24	.	.	4.8	4.07	0.34048	Have 2 sets of quality measurements for the same rep	
SCT_0179-1b	SCT_0179	961	1b	.	.	.	.	.	.	.	.	.	5.6	4.3	0.32128	Have 2 sets of quality measurements for the same rep	
SCT_0179-2	SCT_0179	962	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.33	0.39168		
SCT_0180-1	SCT_0180	971	1	.	.	.	.	.	.	2010/08/24	.	.	5.7	3.88	0.52288		
SCT_0180-2	SCT_0180	972	2	.	.	.	.	.	.	2010/08/24	.	.	4.5	4.13	0.45504		
SCT_0182-1	SCT_0182	981	1	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.09	0.5344		
SCT_0182-2	SCT_0182	982	2	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.07	0.49792		
SCT_0183-1	SCT_0183	991	1	.	.	.	.	.	.	2010/08/24	.	.	5.7	3.99	0.60928		
SCT_0183-2	SCT_0183	992	2	.	.	.	.	.	.	2010/08/24	.	.	4.9	4.03	0.48128		
SCT_0196-1	SCT_0196	1001	1	.	.	.	.	.	.	2010/08/24	.	.	4.8	4.17	0.41984		
SCT_0196-2a	SCT_0196	1002	2a	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.08	0.43008	Have 2 sets of quality measurements for the same rep	
SCT_0196-2b	SCT_0196	1002	2b	.	.	.	.	.	.	.	.	.	4.3	4.22	0.3936	Have 2 sets of quality measurements for the same rep	
SCT_0174-1	SCT_0174	1011	1	.	.	.	.	.	.	2010/08/24	.	.	4.9	4.12	0.52032		
SCT_0174-2	SCT_0174	1012	2	.	.	.	.	.	.	2010/08/24	.	.	3.6	4.24	0.26112		
SCT_0175-1	SCT_0175	1021	1	.	.	.	.	.	.	2010/08/24	.	.	5.5	3.96	0.48448		
SCT_0175-2	SCT_0175	1022	2	.	.	.	.	.	.	2010/08/24	.	.	4.8	4.31	0.4256		
SCT_0177-1	SCT_0177	1031	1	.	.	.	.	.	.	2010/08/24	.	.	4	4.22	0.42048		
SCT_0177-2a	SCT_0177	1032	2a	.	.	.	.	.	.	2010/08/24	.	.	3.4	4.12	0.34304	Have 2 sets of quality measurements for the same rep	
SCT_0177-2b	SCT_0177	1032	2b	.	.	.	.	.	.	.	.	.	3.4	4.17	0.32576	Have 2 sets of quality measurements for the same rep	
SCT_0178-1	SCT_0178	1041	1	.	.	.	.	.	.	2010/08/24	.	.	5.8	4.1	0.45312		
SCT_0178-2	SCT_0178	1042	2	.	.	.	.	.	.	2010/08/24	.	.	4.5	4.42	0.34816		
SCT_0181-1	SCT_0181	1051	1	.	.	.	.	.	.	2010/08/24	.	.	5	4.02	0.60672		
SCT_0181-2	SCT_0181	1052	2	.	.	.	.	.	.	2010/08/24	.	.	4.8	4.02	0.5632		
SCT_0184-1	SCT_0184	1061	1	.	.	.	.	.	.	2010/08/24	.	.	4.7	3.95	0.59136		
SCT_0184-2	SCT_0184	1062	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.19	0.50112		
SCT_0185-1	SCT_0185	1071	1	.	.	.	.	.	.	2010/08/24	.	.	5.1	3.93	0.47744		
SCT_0185-2	SCT_0185	1072	2	.	.	.	.	.	.	2010/08/24	.	.	3.9	4.21	0.33216		
SCT_0186-1	SCT_0186	1081	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.2	0.43584		
SCT_0186-2	SCT_0186	1082	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.4	0.41536		
SCT_0187-1	SCT_0187	1091	1	.	.	.	.	.	.	2010/08/24	.	.	5.8	3.96	0.56064		
SCT_0187-2	SCT_0187	1092	2	.	.	.	.	.	.	2010/08/24	.	.	4.8	4.19	0.44352		
SCT_0188-1	SCT_0188	1101	1	.	.	.	.	.	.	2010/08/24	.	.	5	4.09	0.41024		
SCT_0188-2	SCT_0188	1102	2	.	.	.	.	.	.	2010/08/24	.	.	4.9	4.36	0.3776		
SCT_0189-1	SCT_0189	1111	1	.	.	.	.	.	.	2010/08/24	.	.	5.2	3.9	0.49984		
SCT_0189-2	SCT_0189	1112	2	.	.	.	.	.	.	2010/08/24	.	.	4.4	4.17	0.38784		
SCT_0190-1	SCT_0190	1121	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	3.98	0.50048		
SCT_0190-2	SCT_0190	1122	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	4.19	0.49024		
SCT_0191-1	SCT_0191	1131	1	.	.	.	.	.	.	2010/08/24	.	.	5.4	3.94	0.52096		
