	Tomato Data Entry			Characterization Descriptors									Quality Measures							
8915-1	SCT_0312	8915	1	.	.	.	.	.	.	2010/09/08	.	.	5	3.87	0.48576					
8916-1	SCT_0314	8916	1	.	.	.	.	.	.	2010/09/08	.	.	6	3.9	0.49152					
8917-1	SCT_0321	8917	1	.	.	.	.	.	.	2010/09/08	.	.	5.6	3.92	0.49024					
8918-1	SCT_0322	8918	1	.	.	.	.	.	.	2010/09/15	.	.	6.3	3.75	0.55744					
8919-1	SCT_0323	8919	1	.	.	.	.	.	.	2010/09/15	.	.	7.4	3.77	0.53184					
8920-1	SCT_0324	8920	1	.	.	.	.	.	.	2010/09/15	.	.	5.8	4.01	0.4256					
8921-1	SCT_0285	8921	1	.	.	.	.	.	.	2010/09/22	.	.	8.2	4.39	0.67584					
8922-1	SCT_0288	8922	1	.	.	.	.	.	.	2010/09/22	.	.	6	4.45	0.52544					
8923-1	SCT_0291	8923	1	.	.	.	.	.	.	2010/09/30	.	.	5.9	4.42	0.37824					
8924-1	SCT_0309	8924	1	.	.	.	.	.	.	2010/09/30	.	.	6.5	4.19	0.58048					
8925-1	SCT_0292	8925	1	.	.	.	.	.	.	2010/09/30	.	.	7.1	4.46	0.34304					
8926-1	SCT_0307	8926	1	.	.	.	.	.	.	2010/09/30	.	.	5.8	4.49	0.39232					
8927-1	SCT_0313	8927	1	.	.	.	.	.	.	2010/09/22	.	.	6.2	4.41	0.41024					
8928-1	SCT_0286	8928	1	.	.	.	.	.	.	2010/09/22	.	.	6.4	4.6	0.37376					
8929-1	SCT_0305	8929	1	.	.	.	.	.	.	2010/09/15	.	.	6.5	4.06	0.44224					
8930-1	SCT_0290	8930	1	.	.	.	.	.	.	2010/09/15	.	.	6.6	3.84	0.58112					
8931-1	SCT_0300	8931	1	.	.	.	.	.	.	2010/09/08	.	.	5.5	3.63	0.58368					
8932-1	SCT_0293	8932	1	.	.	.	.	.	.	2010/09/08	.	.	5.3	3.98	0.49344					
8933-1	SCT_0294	8933	1	.	.	.	.	.	.	2010/09/08	.	.	5.4	3.82	0.4672					
8934-1	SCT_0306	8934	1	.	.	.	.	.	.	2010/09/08	.	.	7.1	3.87	0.61248					
8935-1	SCT_0315	8935	1	.	.	.	.	.	.	2010/09/15	.	.	8	3.99	0.5152					
8936-1	SCT_0317	8936	1	.	.	.	.	.	.	2010/09/15	.	.	5.4	3.98	0.52992					
8937-1	SCT_0318	8937	1	.	.	.	.	.	.	2010/09/22	.	.	5.3	4.27	0.4512					
8938-1	SCT_0319	8938	1	.	.	.	.	.	.	2010/09/22	.	.	6.1	4.29	0.61888					
8939-1	SCT_0320	8939	1	.	.	.	.	.	.	2010/09/30	.	.	6	4.24	0.57984					
8940-1	SCT_0302	8940	1	.	.	.	.	.	.	2010/09/30	.	.	5.6	4.53	0.29696					
8941-1	SCT_0328	8941	1	.	.	.	.	.	.	2010/09/30	.	.	6.5	4.26	0.37376					
8942-1	SCT_0359	8942	1	.	.	.	.	.	.	2010/09/30	.	.	6.7	4.14	0.7648					
8943-1	SCT_0364	8943	1	.	.	.	.	.	.	2010/09/22	.	.	7.9	4.27	0.68992					
8944-1	SCT_0363	8944	1	.	.	.	.	.	.	2010/09/22	.	.	6.9	4.42	0.49152					
8945-1	SCT_0360	8945	1	.	.	.	.	.	.	2010/09/15	.	.	5.6	3.84	0.54784					
8946-1	SCT_0332	8946	1	.	.	.	.	.	.	2010/09/15	.	.	5.2	3.88	0.50688					
8947-1	SCT_0341	8947	1	.	.	.	.	.	.	2010/09/08	.	.	6.1	3.75	0.61888					
8948-1	SCT_0342	8948	1	.	.	.	.	.	.	2010/09/15	.	.	7.5	4.15	0.50816					
8949-1	SCT_0362	8949	1	.	.	.	.	.	.	2010/09/08	.	.	6	3.64	0.71936					
8950-1	SCT_0343	8950	1	.	.	.	.	.	.	2010/09/08	.	.	7.3	3.77	0.87168					
8951-1	SCT_0344	8951	1	.	.	.	.	.	.	2010/09/15	.	.	.	.	.					
8952-1	SCT_0345	8952	1	.	.	.	.	.	.	2010/09/15	.	.	7.1	3.92	0.55168					
8953-1	SCT_0346	8953	1	.	.	.	.	.	.	2010/09/22	.	.	7.3	4.3	0.52672					
8954-1	SCT_0347	8954	1	.	.	.	.	.	.	2010/09/22	.	.	6.1	4.38	0.4672					
8955-1	SCT_0348	8955	1	.	.	.	.	.	.	2010/09/30	.	.	6.2	4.45	0.5088					
8956-1	SCT_0349	8956	1	.	.	.	.	.	.	2010/09/30	.	.	6.3	4.79	0.36544					
8957-1	SCT_0350	8957	1	.	.	.	.	.	.	2010/09/30	.	.	5.6	3.73	0.70272					
8958-1	SCT_0351	8958	1	.	.	.	.	.	.	2010/09/30	.	.	7.2	4.36	0.72896					
8959-1	SCT_0358	8959	1	.	.	.	.	.	.	2010/09/22	.	.	6.4	4.44	0.51648					
8960-1	SCT_0333	8960	1	.	.	.	.	.	.	2010/09/22	.	.	8.1	4.37	0.61312					
8961-1	SCT_0352	8961	1	.	.	.	.	.	.	2010/09/15	.	.	6.6	3.82	0.67968					
8962-1	SCT_0353	8962	1	.	.	.	.	.	.	2010/09/15	.	.	5.5	3.62	0.66496					
8963-1	SCT_0366	8963	1	.	.	.	.	.	.	2010/09/08	.	.	6.2	3.75	0.71104					
8964-1	SCT_0339	8964	1	.	.	.	.	.	.	2010/09/08	.	.	5.8	3.68	0.67072					
8965-1	SCT_0334	8965	1	.	.	.	.	.	.	2010/09/08	.	.	5.8	3.85	0.5984					
8966-1	SCT_0355	8966	1	.	.	.	.	.	.	2010/09/08	.	.	7.5	3.66	0.9696					
8967-1	SCT_0356	8967	1	.	.	.	.	.	.	2010/09/15	.	.	7.5	3.86	0.6368					
8968-1	SCT_0338	8968	1	.	.	.	.	.	.	2010/09/15	.	.	6.5	3.84	0.57408					
8969-1	SCT_0337	8969	1	.	.	.	.	.	.	2010/09/22	.	.	7.6	4.43	0.48384					
8970-1	SCT_0335	8970	1	.	.	.	.	.	.	2010/09/22	.	.	6.6	4.34	0.50688					
8971-1	SCT_0336	8971	1	.	.	.	.	.	.	2010/09/30	.	.	5.2	4.41	0.43584					
8972-1	SCT_0368	8972	1	.	.	.	.	.	.	2010/09/30	.	.	5.4	4.48.	0.31808					
8973-1	SCT_0330	8973	1	.	.	.	.	.	.	2010/09/30	.	.	5.4	4.58	0.336					
8974-1	SCT_0331	8974	1	.	.	.	.	.	.	2010/09/30	.	.	6.7	4.43	0.4544					
8975-1	SCT_0329	8975	1	.	.	.	.	.	.	2010/09/22	.	.	6.9	4.44	0.4384					
8976-1	SCT_0340	8976	1	.	.	.	.	.	.	2010/09/22	.	.	5.5	4.46	0.33728					
8977-1	SCT_0361	8977	1	.	.	.	.	.	.	2010/09/15	.	.	6.4	4.1	0.45952					
8978-1	SCT_0365	8978	1	.	.	.	.	.	.	2010/09/15	.	.	6.2	3.83	0.53312					
8979-1	SCT_0357	8979	1	.	.	.	.	.	.	2010/09/08	.	.	5	3.77	0.6048					
8980-1	SCT_0354	8980	1	.	.	.	.	.	.	2010/09/08	.	.	6.1	3.55	0.85888					
8981-1	SCT_0367	8981	1	.	.	.	.	.	.	2010/09/08	.	.	6.5	4.01	0.56832					
8982-1	SCT_0369	8982	1	.	.	.	.	.	.	2010/09/08	.	.	6.9	3.83	0.6272					
8983-2	SCT_0325	8983	2	.	.	.	.	.	.	2010/09/15	.	.	5.6	3.87	0.4928					
8984-2	SCT_0287	8984	2	.	.	.	.	.	.	2010/09/15	.	.	6	3.85	0.544					
8985-2	SCT_0289	8985	2	.	.	.	.	.	.	2010/09/22	.	.	7.8	4.31	0.5632					
8986-2	SCT_0295	8986	2	.	.	.	.	.	.	2010/09/22	.	.	7.1	4.37	0.62016					
8987-2	SCT_0296	8987	2	.	.	.	.	.	.	2010/09/30	.	.	5.4	4.31	0.46656					
8988-2	SCT_0297	8988	2	.	.	.	.	.	.	2010/09/30	.	.	6	4.36	0.41472					
8989-2	SCT_0298	8989	2	.	.	.	.	.	.	2010/09/30	.	.	5.1	4.53	0.33472					
8990-2	SCT_0303	8990	2	.	.	.	.	.	.	2010/09/30	.	.	5.3	4.25	0.41088					
8991-2	SCT_0326	8991	2	.	.	.	.	.	.	2010/09/22	.	.	7	4.13	0.864					
8992-2	SCT_0304	8992	2	.	.	.	.	.	.	2010/09/22	.	.	7	4.32	0.4992					
8993-2	SCT_0308	8993	2	.	.	.	.	.	.	2010/09/15	.	.	5.8	3.88	0.5984					
8994-2	SCT_0299	8994	2	.	.	.	.	.	.	2010/09/15	.	.	6.3	4.09	0.45824					
8995-2	SCT_0327	8995	2	.	.	.	.	.	.	2010/09/08	.	.	7.3	3.91	0.67456					
8996-2	SCT_0310	8996	2	.	.	.	.	.	.	2010/09/08	.	.	5.4	3.77	0.50432					
8997-2	SCT_0312	8997	2	.	.	.	.	.	.	2010/09/08	.	.	5.3	3.91	0.47168					
8998-2	SCT_0314	8998	2	.	.	.	.	.	.	2010/09/08	.	.	5.9	3.92	0.4896					
8999-2	SCT_0321	8999	2	.	.	.	.	.	.	2010/09/15	.	.	6	3.94	0.53376					
9000-2	SCT_0322	9000	2	.	.	.	.	.	.	2010/09/15	.	.	6.4	4.21	0.61696					
9001-2	SCT_0323	9001	2	.	.	.	.	.	.	2010/09/22	.	.	9.7	4.27	0.63744					
9002-2	SCT_0324	9002	2	.	.	.	.	.	.	2010/09/22	.	.	5.5	4.46	0.32896					
9003-2	SCT_0285	9003	2	.	.	.	.	.	.	2010/09/30	.	.	7.3	4.49	0.55424					
9004-2	SCT_0288	9004	2	.	.	.	.	.	.	2010/09/30	.	.	5.8	4.4	0.48					
9005-2	SCT_0291	9005	2	.	.	.	.	.	.	2010/09/30	.	.	5.9	4.33	0.55872					
9006-2	SCT_0309	9006	2	.	.	.	.	.	.	2010/09/30	.	.	6	4.39	0.56576					
9007-2	SCT_0292	9007	2	.	.	.	.	.	.	2010/09/22	.	.	6.7	4.5	0.43456					
9008-2	SCT_0307	9008	2	.	.	.	.	.	.	2010/09/22	.	.	7.8	4.59	0.47552					
9009-2	SCT_0313	9009	2	.	.	.	.	.	.	2010/09/15	.	.	5.8	4.48	0.48192					
9010-2	SCT_0286	9010	2	.	.	.	.	.	.	2010/09/15	.	.	7.2	4.5	0.51968					
9011-2	SCT_0305	9011	2	.	.	.	.	.	.	2010/09/08	.	.	6.8	4.62	0.40192					
9012-2	SCT_0290	9012	2	.	.	.	.	.	.	2010/09/08	.	.	6.8	4.35	0.62912					
9013-2	SCT_0300	9013	2	.	.	.	.	.	.	2010/09/08	.	.	6.4	4.13	0.56768					
9014-2	SCT_0293	9014	2	.	.	.	.	.	.	2010/09/22	.	.	6	4.48	0.44224					
9015-2	SCT_0294	9015	2	.	.	.	.	.	.	2010/09/15	.	.	6.3	4.25	0.59968					
9016-2	SCT_0306	9016	2	.	.	.	.	.	.	2010/09/15	.	.	7.2	4.28	0.62208					
9017-2	SCT_0315	9017	2	.	.	.	.	.	.	2010/09/22	.	.	8.3	4.3	0.55744					
9018-2	SCT_0317	9018	2	.	.	.	.	.	.	2010/09/22	.	.	5.5	4.37	0.4864					
9019-2	SCT_0318	9019	2	.	.	.	.	.	.	2010/09/30	.	.	4.5	4.35	0.3968					
9020-2	SCT_0319	9020	2	.	.	.	.	.	.	2010/09/30	.	.	5.7	4.35	0.5504					
9021-2	SCT_0320	9021	2	.	.	.	.	.	.	2010/09/30	.	.	5.2	4.38	0.4032					
9022-2	SCT_0302	9022	2	.	.	.	.	.	.	2010/09/30	.	.	6.7	4.19	0.70912					
9023-2	SCT_0328	9023	2	.	.	.	.	.	.	2010/09/22	.	.	6.9	4.23	0.4992					
9024-2	SCT_0359	9024	2	.	.	.	.	.	.	2010/09/22	.	.	8	4.09	0.9408					
9025-2	SCT_0364	9025	2	.	.	.	.	.	.	2010/09/15	.	.	8.2	4.19	0.70336					
9026-2	SCT_0363	9026	2	.	.	.	.	.	.	2010/09/15	.	.	7.6	4.23	0.6976					
9027-2	SCT_0360	9027	2	.	.	.	.	.	.	2010/09/08	.	.	5.9	4.3	0.51136					
9028-2	SCT_0332	9028	2	.	.	.	.	.	.	2010/09/08	.	.	5.4	4.28	0.4992					
9029-2	SCT_0341	9029	2	.	.	.	.	.	.	2010/09/08	.	.	5.9	4.37	0.4736					
9030-2	SCT_0342	9030	2	.	.	.	.	.	.	2010/09/22	.	.	7.5	4.52	0.52288					
9031-2	SCT_0362	9031	2	.	.	.	.	.	.	2010/09/15	.	.	6.9	4.16	0.7392					
9032-2	SCT_0343	9032	2	.	.	.	.	.	.	2010/09/15	.	.	7.9	4.21	0.80448					
9033-2	SCT_0344	9033	2	.	.	.	.	.	.	2014/09/08	.	.	6.4	4.26	0.66368					
9034-2	SCT_0345	9034	2	.	.	.	.	.	.	2010/09/22	.	.	6.9	4.46	0.54656					
9035-2	SCT_0346	9035	2	.	.	.	.	.	.	2010/09/22	.	.	5.87	4.33	0.52672					
9036-2	SCT_0347	9036	2	.	.	.	.	.	.	2010/09/30	.	.	4.6	4.28	0.43648					
9037-2	SCT_0348	9037	2	.	.	.	.	.	.	2010/09/30	.	.	4.8	4.51	0.28864					
9038-2	SCT_0349	9038	2	.	.	.	.	.	.	2010/09/30	.	.	6.3	4.4	0.58688					
9039-2	SCT_0350	9039	2	.	.	.	.	.	.	2010/09/22	.	.	6.5	4.32	0.52224					
9040-2	SCT_0351	9040	2	.	.	.	.	.	.	2010/09/22	.	.	8.1	4.21	0.81856					
9041-2	SCT_0358	9041	2	.	.	.	.	.	.	2010/09/15	.	.	5.7	4.25	0.54272					
9042-2	SCT_0333	9042	2	.	.	.	.	.	.	2010/09/15	.	.	7.6	4.17	0.68992					
9043-2	SCT_0352	9043	2	.	.	.	.	.	.	2010/09/08	.	.	6.3	4.34	0.57024					
9044-2	SCT_0353	9044	2	.	.	.	.	.	.	2010/09/08	.	.	5.8	4.14	0.5472					
9045-2	SCT_0366	9045	2	.	.	.	.	.	.	2010/09/08	.	.	6.1	4.12	0.58048					
9046-2	SCT_0339	9046	2	.	.	.	.	.	.	2010/09/08	.	.	6.2	4.15	0.64512					
9047-2	SCT_0334	9047	2	.	.	.	.	.	.	2010/09/15	.	.	6.2	4.36	0.5248					
9048-2	SCT_0355	9048	2	.	.	.	.	.	.	2010/09/15	.	.	6.8	4.2	0.7136					
9049-2	SCT_0356	9049	2	.	.	.	.	.	.	2010/09/22	.	.	8.3	4.45	0.69632					
9050-2	SCT_0338	9050	2	.	.	.	.	.	.	2010/09/22	.	.	6.7	4.38	0.52416					
9051-2	SCT_0337	9051	2	.	.	.	.	.	.	2010/09/30	.	.	5.8	4.41	0.3648					
9052-2	SCT_0335	9052	2	.	.	.	.	.	.	2010/09/30	.	.	5.8	4.49	0.3968					
9053-2	SCT_0336	9053	2	.	.	.	.	.	.	2010/09/30	.	.	4.9	4.35	0.51264					
9054-2	SCT_0368	9054	2	.	.	.	.	.	.	2010/09/30	.	.	7.9	4.17	0.7264					
9055-2	SCT_0330	9055	2	.	.	.	.	.	.	2010/09/22	.	.	5.6	4.52	0.44992					
9056-2	SCT_0331	9056	2	.	.	.	.	.	.	2010/09/22	.	.	8.2	4.26	0.63232					
9057-2	SCT_0329	9057	2	.	.	.	.	.	.	2010/09/15	.	.	5.9	4.37	0.48064					
9058-2	SCT_0340	9058	2	.	.	.	.	.	.	2010/09/15	.	.	6.2	4.41	0.44352					
9059-2	SCT_0361	9059	2	.	.	.	.	.	.	2010/09/08	.	.	7.2	4.39	0.46656					
9060-2	SCT_0365	9060	2	.	.	.	.	.	.	2010/09/08	.	.	5.9	4.21	0.47424					
9061-2	SCT_0357	9061	2	.	.	.	.	.	.	2010/09/08	.	.	5.6	4.29	0.48512					
9062-2	SCT_0354	9062	2	.	.	.	.	.	.	2010/09/08	.	.	6.4	4.04	0.8736					
9063-2	SCT_0367	9063	2	.	.	.	.	.	.	2010/09/15	.	.	7	4.22	0.816					
9064-2	SCT_0369	9064	2	.	.	.	.	.	.	2010/09/15	.	.	6.6	4.33	0.5824					
9065-1	SCT_0301	9065	1	.	.	.	.	.	.	2010/09/22	.	.	7.6	4.13	0.94272					
9066-2	SCT_0316	9066	2	.	.	.	.	.	.	2010/09/22	.	.	6.5	4.34	0.528					
9067-1	SCT_0301	9067	1	.	.	.	.	.	.	2010/09/30	.	.	6.1	4.01	0.88512					
9068-2	SCT_0316	9068	2	.	.	.	.	.	.	2010/09/30	.	.	4.8	4.5	0.30912					
